"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500","V501","V502","V503","V504","V505","V506","V507","V508","V509","V510","V511","V512"
29,7,16,10,14,19,15,3,26,15,11,24,4,6,13,14,54,20,29,29,9,18,22,52,20,16,9,10,17,2,18,28,9,14,17,30,20,17,16,8,11,25,8,12,8,12,9,11,11,16,20,27,5,3,7,0,16,17,16,21,7,7,15,43,35,19,13,33,24,37,26,16,12,12,11,13,21,21,4,0,20,22,10,20,10,17,4,6,13,22,12,18,23,12,12,31,21,2,27,47,7,28,44,18,24,26,20,10,1,17,26,20,16,52,51,20,40,41,10,17,33,42,24,15,29,10,24,24,12,8,6,11,6,7,28,10,15,20,15,9,13,5,31,21,12,3,0,18,14,8,15,18,8,6,6,12,3,2,17,11,27,16,29,17,17,26,13,13,5,21,21,23,15,25,23,2,23,6,15,18,38,16,14,16,18,19,12,18,4,10,31,15,15,16,4,10,1,17,4,19,5,2,13,1,15,0,22,17,12,7,11,7,4,21,9,7,14,9,19,13,8,8,7,19,25,14,18,10,25,15,24,35,7,42,13,25,24,13,9,26,12,5,12,24,21,18,18,20,19,7,0,27,13,33,18,17,10,8,7,9,10,13,16,18,17,7,21,21,5,29,14,22,6,33,32,36,49,14,31,5,37,10,31,35,40,13,70,25,27,25,6,8,23,11,3,26,9,3,14,13,10,17,12,9,21,10,28,15,18,12,27,11,22,30,8,9,30,16,40,12,21,11,5,24,8,11,4,10,13,18,10,4,7,0,11,3,8,33,18,12,14,23,20,7,17,9,24,3,2,16,1,14,7,0,24,12,29,12,11,32,25,22,9,4,3,18,28,23,5,25,34,23,5,1,24,10,24,6,13,11,10,33,17,3,19,22,27,19,8,35,40,13,9,10,18,21,16,21,49,11,4,16,25,14,18,13,19,20,4,5,25,19,15,39,6,59,25,26,20,8,7,8,8,16,1,16,18,12,24,4,12,14,11,8,15,8,17,14,8,2,10,18,18,4,2,0,9,9,39,20,8,47,17,39,2,23,16,19,11,12,10,19,24,28,40,62,78,32,25,47,31,29,31,38,40,7,11,14,40,33,10,33,15,22,26,26,49,74,40,10,28,56,30,69,109,84,42,0,59,49,50,23,13,1,34,7,16,24,4,17,11,13
0,5,0,5,4,0,0,5,9,1,0,1,1,2,0,1,2,5,0,2,0,1,0,9,2,2,1,2,2,2,5,0,26,0,8,15,1,3,4,0,3,0,16,2,4,0,4,0,21,0,1,6,22,27,0,3,10,0,7,6,3,2,0,0,2,0,2,0,10,5,11,79,44,6,14,0,1,41,4,0,1,0,10,4,47,3,3,8,6,10,1,6,0,3,2,1,17,6,2,10,0,1,126,61,3,1,9,3,4,13,2,17,79,73,4,7,15,0,9,5,6,20,0,13,28,0,9,26,10,1,0,2,2,12,1,6,2,0,3,1,3,0,1,6,5,0,0,3,0,0,3,5,1,7,0,1,5,6,26,0,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,1,0,6,8,0,0,0,6,1,5,25,60,62,13,0,2,20,5,3,3,0,0,0,0,7,2,4,0,0,0,0,6,7,8,24,8,3,6,0,2,9,0,2,0,4,1,4,2,0,1,3,4,6,1,2,1,0,19,10,39,17,8,0,40,0,21,14,0,9,3,3,2,4,0,2,4,0,0,1,0,0,0,3,2,1,2,0,0,0,0,3,2,3,5,0,0,1,7,38,17,65,17,2,0,40,3,2,83,23,42,11,24,40,35,1,9,0,8,92,5,5,6,19,0,8,0,49,20,21,8,1,5,30,12,0,0,2,3,0,1,0,4,7,0,14,2,1,1,0,3,2,2,1,0,0,1,0,1,18,1,10,2,3,2,0,12,1,2,2,0,2,4,3,1,1,1,2,10,2,3,20,23,8,5,0,3,8,0,2,5,0,0,0,1,0,2,0,2,1,1,2,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,1,5,1,0,0,7,0,4,6,1,1,0,3,0,3,2,0,0,0,9,2,3,3,3,18,3,1,0,1,5,1,5,15,0,7,0,0,45,13,42,0,2,1,3,0,2,1,1,17,9,0,5,0,7,5,4,0,3,2,0,4,4,33,2,5,4,0,1,3,0,0,0,0,0,0,0,5,0,0,0,0,2,12,0,0,8,0,16,1,0,3,1,2,3,4,2,1,0
6,7,15,9,7,15,27,8,34,17,6,5,8,9,19,4,20,3,26,3,7,11,7,16,18,8,5,15,5,1,6,3,5,8,7,8,4,7,6,6,6,1,8,7,0,1,4,2,11,26,14,23,5,4,1,5,11,12,4,3,15,10,20,7,72,65,20,17,46,26,22,6,19,13,3,24,23,22,12,14,21,11,14,8,8,26,14,19,31,2,6,17,16,7,9,7,28,10,10,15,7,17,14,3,7,3,7,8,16,22,37,47,20,20,27,11,19,18,3,5,5,13,6,8,13,1,7,0,4,6,11,8,1,2,8,3,20,31,6,6,15,10,3,16,3,3,4,7,5,17,2,14,3,1,24,14,5,8,16,15,5,10,8,16,7,6,25,9,3,8,2,11,1,9,6,6,12,6,2,7,28,6,2,15,10,15,21,7,9,6,15,12,5,9,2,5,4,5,23,7,1,2,4,6,49,55,6,10,15,8,19,8,7,23,15,10,7,2,9,2,1,11,5,9,22,5,7,14,10,7,5,16,22,18,31,22,16,44,16,21,22,10,2,20,43,30,20,23,7,13,0,23,7,2,16,15,25,22,6,14,30,1,32,27,0,6,14,19,3,35,2,12,32,14,14,45,9,19,1,9,20,35,6,12,22,4,13,6,2,11,4,14,9,3,6,25,12,5,25,8,27,20,16,20,10,1,6,14,4,10,21,29,17,5,5,4,3,14,7,9,1,13,4,22,8,7,5,7,5,5,3,2,17,17,20,1,9,34,7,3,11,14,12,2,5,14,7,23,6,17,1,19,18,25,15,5,17,16,4,7,12,8,6,11,3,11,9,10,11,35,60,33,5,7,22,7,37,42,6,14,5,17,14,6,25,35,14,14,6,21,31,12,17,28,4,4,14,14,7,9,16,10,13,30,20,21,8,8,20,23,55,32,7,23,59,47,28,14,14,28,10,0,3,6,2,8,12,8,62,37,13,69,21,13,19,4,12,19,20,20,22,9,20,4,9,3,1,5,27,6,20,16,29,34,15,9,27,10,10,8,10,9,45,19,19,16,20,31,3,15,8,18,13,13,25,5,5,9,1,12,10,10,36,17,31,21,30,79,20,35,12,24,29,7,41,53,15,14,4,19,23,14,2,11,33,20,8,3,5,9,13,16
2,13,4,4,3,18,1,5,11,10,1,13,18,10,13,3,7,8,9,14,7,14,2,11,18,28,26,1,7,8,2,15,1,10,41,46,6,15,31,18,5,12,13,9,5,12,6,22,20,20,2,4,19,25,9,7,2,11,16,9,4,6,2,1,5,9,8,7,7,10,5,3,19,12,2,6,4,5,13,7,2,18,9,7,6,13,8,17,5,4,4,2,1,8,2,7,12,2,3,3,16,6,5,8,4,5,5,3,15,2,14,6,24,10,0,7,3,7,11,1,9,2,9,10,2,2,13,5,24,21,10,7,2,0,3,5,18,0,0,3,5,2,1,3,5,0,5,14,21,7,8,36,13,14,15,3,11,5,5,11,4,2,7,3,7,12,0,7,11,1,6,4,11,11,2,7,4,3,5,7,7,2,5,0,3,9,5,5,0,2,9,1,3,11,6,9,1,8,8,7,7,2,1,5,1,6,7,7,25,18,5,1,10,9,10,18,4,6,6,4,9,6,7,28,1,12,0,7,15,3,0,6,4,6,21,5,6,7,5,12,11,3,14,2,6,12,4,12,18,10,6,1,18,20,5,12,2,1,11,7,3,0,0,6,3,1,1,4,0,2,2,7,6,0,0,2,0,2,0,1,2,0,0,1,2,2,5,0,2,0,0,1,2,2,4,0,3,7,12,6,2,10,6,4,2,4,2,4,0,2,0,4,7,0,4,14,2,6,0,2,1,1,2,1,4,10,1,8,6,0,3,4,2,3,5,0,0,2,3,10,4,3,0,1,6,0,0,4,0,2,6,2,8,6,8,4,3,3,3,7,9,10,13,3,0,3,1,1,2,2,10,1,1,3,1,3,1,9,3,18,0,5,3,5,3,5,11,2,8,3,15,4,2,5,6,16,12,2,23,12,9,5,3,2,2,0,8,8,8,2,6,8,1,3,3,7,10,7,4,7,12,1,0,3,3,2,5,2,8,1,9,7,1,3,6,7,2,0,1,11,12,4,3,2,12,7,0,3,2,3,1,0,10,5,0,2,0,14,8,1,4,4,5,1,3,2,10,8,6,2,5,4,16,4,3,7,9,4,3,1,0,1,1,1,1,1,3,0,1,2,0,0,0,4,4,3,4,4,1,3,8,5,2,1,4,0,1,3,0,2,1,3
21,26,23,21,4,7,26,36,21,12,6,21,5,15,15,50,18,18,33,20,35,22,51,95,68,34,41,99,24,19,92,30,28,44,74,48,17,14,19,17,14,15,60,11,8,22,39,32,18,14,13,4,10,9,22,8,46,89,15,59,10,13,12,11,38,19,13,61,25,37,66,16,163,61,105,22,44,53,82,36,96,137,121,74,40,58,173,173,90,104,11,64,26,31,5,30,46,10,5,13,46,35,13,30,30,19,9,15,27,82,28,37,16,12,16,30,81,22,16,6,31,19,49,46,34,7,37,31,7,21,24,32,15,29,26,24,58,25,27,22,6,33,43,35,31,20,11,23,38,64,5,44,8,11,45,20,10,22,37,18,24,47,28,37,26,53,38,51,7,18,6,10,29,25,20,16,129,8,9,46,85,61,43,56,55,61,37,71,40,38,69,90,25,64,27,31,22,36,81,12,10,13,30,29,75,58,57,21,7,27,65,56,31,28,37,30,10,25,43,45,33,14,28,50,72,54,55,3,32,38,14,14,17,23,46,39,23,36,14,9,20,17,15,29,2,23,6,9,17,21,4,44,4,9,23,14,19,12,21,15,40,19,14,23,14,17,8,7,4,41,13,4,20,11,51,35,9,9,13,11,16,31,14,23,20,6,9,10,4,8,2,10,5,2,9,15,17,7,12,17,37,19,20,21,27,8,25,20,29,11,14,14,31,37,14,31,9,25,22,23,16,24,16,39,37,13,23,34,16,7,7,14,6,25,14,9,41,73,23,45,28,40,28,28,9,17,9,12,15,22,17,57,43,80,31,9,18,11,16,24,8,11,35,15,1,13,14,11,77,42,57,23,38,20,32,34,21,26,20,19,51,24,36,20,20,10,12,5,4,6,1,6,13,3,9,0,5,19,13,3,4,2,11,9,6,5,2,0,9,4,20,2,6,10,9,3,4,5,7,6,11,9,1,5,6,8,8,12,34,18,3,24,6,8,9,3,16,5,8,7,6,4,2,4,6,5,5,1,3,2,13,10,10,6,0,4,35,38,13,13,14,1,20,16,4,3,0,5,12,3,20,12,12,8,3,4,19,14,10,4,9,13,32,13,7,3,3,4,8,5,7,1,21,12,18,24,8,8,2,11,9,11,4,6,18,10,8,27,15,9,6,14
22,23,9,6,8,30,52,23,24,14,10,13,14,18,10,13,6,1,5,8,15,13,11,35,4,3,9,7,11,13,11,17,4,16,18,2,9,9,7,6,15,3,17,28,4,5,11,17,13,17,2,11,0,12,18,9,8,30,4,17,14,13,4,6,41,23,22,17,17,22,16,17,6,3,6,6,10,10,3,9,17,14,17,19,7,16,13,24,6,6,3,1,1,5,19,6,5,2,3,5,3,0,1,1,3,2,0,3,3,8,4,10,5,6,2,1,7,2,2,4,7,4,4,0,13,2,0,2,47,34,18,15,3,1,6,8,15,2,8,10,9,1,3,3,11,47,17,70,35,46,49,63,7,10,8,14,8,13,8,13,2,5,1,0,0,11,1,12,7,29,4,11,8,6,5,5,3,3,5,5,6,0,4,9,3,3,6,2,2,5,7,0,14,5,5,3,4,4,8,4,2,8,3,5,8,6,8,1,15,14,29,11,4,11,8,16,5,5,17,10,13,7,4,16,28,23,8,14,18,21,14,20,11,9,2,7,18,5,14,16,4,14,9,33,9,23,1,0,3,31,36,47,7,39,2,6,5,4,16,10,4,18,3,3,6,6,7,4,6,12,29,80,0,3,5,6,1,2,4,4,5,4,4,4,4,1,2,0,5,6,3,4,7,1,5,4,28,10,22,26,7,10,28,33,2,5,11,7,7,6,15,6,1,1,3,4,4,3,4,3,7,5,9,28,26,32,5,8,7,2,0,3,3,10,5,6,9,3,1,0,1,4,6,1,2,4,5,1,2,4,2,4,4,26,14,4,10,0,1,6,4,3,4,3,2,3,8,4,10,5,7,3,3,3,0,9,3,11,1,9,22,3,13,7,16,18,36,36,44,62,36,13,13,14,24,3,21,7,23,20,13,6,10,9,34,12,12,32,71,84,104,51,40,33,23,17,47,18,33,3,3,17,6,6,5,7,14,7,22,39,24,7,4,13,23,19,25,13,7,21,10,8,12,3,6,12,10,13,58,6,74,18,9,31,21,12,44,65,55,24,88,16,31,27,3,22,24,27,28,45,10,8,10,7,19,48,25,22,44,43,8,23,17,9,18,1,13,22,3,31,14,12,5,4,4,10,20,42,27,29,8,3,19,0,35,10,10,59,22,25,10,17
0,1,1,1,1,0,1,3,0,0,1,4,1,2,2,2,3,3,3,4,1,2,0,2,2,1,8,0,0,1,0,0,0,0,0,0,1,5,0,0,3,0,1,1,1,0,1,2,0,0,0,1,1,0,3,0,0,0,0,3,3,1,0,1,3,0,0,3,1,3,9,2,1,0,0,2,0,2,2,0,3,5,2,1,1,0,0,4,4,2,1,1,1,0,0,0,25,1,1,5,0,1,1,0,8,0,1,0,1,0,1,3,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,4,1,3,3,2,3,2,1,0,0,3,0,0,0,1,1,4,4,1,1,1,0,1,1,0,0,1,3,1,0,0,1,2,0,0,0,0,0,2,0,1,0,1,1,0,1,4,0,0,3,0,1,0,2,1,4,4,1,2,1,0,4,5,1,0,2,0,4,0,1,0,3,1,0,12,2,4,2,8,1,0,0,3,0,1,0,2,0,0,0,0,0,2,0,2,2,0,0,1,0,2,0,0,6,1,0,3,0,0,2,0,1,0,0,0,0,0,2,0,1,2,0,0,1,0,2,2,4,6,2,1,1,13,2,2,2,1,3,3,2,6,3,1,0,6,1,9,0,1,0,13,1,0,3,5,2,1,1,2,3,4,0,0,3,11,2,1,6,2,3,0,22,1,1,2,0,13,0,0,0,2,3,2,2,1,2,0,0,0,6,3,2,1,0,8,0,2,1,1,9,9,0,1,8,0,0,6,0,1,1,2,1,2,7,2,2,1,0,3,3,1,15,10,1,0,0,1,0,0,1,0,4,0,0,0,0,0,2,1,0,9,7,2,2,0,2,1,0,12,0,7,0,6,0,0,0,3,2,5,3,1,9,3,1,0,2,0,0,0,2,0,0,0,0,5,2,0,0,7,3,0,4,3,0,2,0,2,0,5,0,0,1,0,3,1,6,0,8,3,0,0,1,0,0,3,1,2,0,2,7,18,0,13,5,0,0,2,3,0,0,0,0,0,0,0,4,0,0,0,2,0,1,4,0,0,1,1,0,3,0,8,7,1,1,4,7,2,3,0,3,1,0,0,2,0,0,2,2,6,1,3,2,3,1,1,0,3,1,4,0,0,2,1,0,0,2,0,1,0,0,1
1,1,3,1,1,2,1,3,6,5,7,14,2,8,5,0,6,6,8,5,5,1,2,3,3,3,5,5,3,3,5,6,1,5,8,5,4,9,14,10,5,1,10,9,4,5,4,3,4,10,13,5,4,1,2,2,7,3,12,3,9,8,23,13,4,4,6,0,9,4,8,5,2,2,9,6,4,10,6,0,11,5,2,12,4,0,6,3,2,2,1,12,5,0,13,8,3,4,8,17,8,19,16,6,18,35,16,6,9,5,20,22,5,15,4,4,9,6,11,9,41,14,19,15,4,5,19,28,4,4,0,2,2,1,0,1,9,5,1,1,3,1,0,3,2,1,2,0,2,6,3,1,0,1,1,1,1,1,0,2,9,21,11,14,8,12,1,2,9,3,0,1,5,2,3,5,4,3,3,5,13,0,5,3,1,3,21,36,3,12,9,5,7,2,3,0,1,1,1,10,1,2,9,8,15,2,7,10,6,0,4,11,9,1,3,4,5,6,4,4,6,3,6,3,18,20,5,11,44,1,26,29,3,11,22,30,13,2,5,5,16,7,17,1,6,1,12,9,11,3,0,6,2,8,21,15,3,0,0,0,0,8,2,2,3,0,4,0,0,6,0,3,0,2,7,22,19,0,3,5,14,2,4,3,11,4,7,19,5,7,4,0,1,2,14,22,5,10,8,2,1,0,0,1,5,3,3,6,8,5,17,2,13,6,9,10,2,8,10,3,3,3,4,6,2,4,2,8,4,2,7,0,1,0,7,2,9,33,0,6,14,10,10,15,14,3,6,2,2,4,5,4,7,12,7,8,3,4,20,25,5,22,15,14,4,2,15,5,2,5,6,7,13,3,7,3,0,2,2,4,3,8,13,1,2,2,6,10,5,21,8,3,5,2,1,1,2,0,3,5,8,4,3,0,3,3,3,7,2,3,0,2,6,4,0,4,11,3,11,4,2,2,4,3,6,2,5,1,2,1,6,5,7,13,12,4,0,1,3,4,1,6,12,8,4,1,8,9,21,6,10,18,8,13,3,10,2,4,5,8,2,7,3,6,12,3,13,7,15,31,8,10,10,29,4,3,11,13,45,10,9,1,5,9,8,2,11,19,27,3,22,15,33,11,29,5,19,8,19,3,17,17,6,2,2,2,0,8,13,8,6,13
636,218,629,358,255,570,1090,894,522,582,147,228,135,188,559,390,577,676,710,386,338,409,393,614,680,392,609,649,543,542,685,549,262,466,417,417,187,423,299,414,190,120,171,303,152,125,246,129,189,441,153,416,81,154,405,225,273,663,241,260,194,288,387,348,2014,1024,727,1260,1238,1386,1329,1111,617,325,441,608,541,863,947,721,499,620,509,500,475,689,698,628,824,701,331,540,277,349,407,295,1059,589,681,856,616,814,713,862,1103,786,446,267,455,1664,1006,1266,1138,758,556,933,1025,594,330,417,525,816,258,711,543,201,372,227,795,818,497,623,1869,1300,1202,1061,1805,2199,665,681,622,1130,1009,844,763,1817,504,552,470,642,437,532,459,576,906,1029,365,641,1256,991,478,581,378,311,259,554,444,234,363,618,518,717,187,243,353,354,727,297,177,382,538,332,281,261,421,409,482,437,712,645,955,850,249,585,245,224,371,576,467,397,243,297,545,507,891,868,669,495,356,522,602,634,478,921,444,333,159,278,288,202,503,158,217,465,443,272,161,140,271,276,182,303,280,1322,409,414,308,335,219,268,187,217,205,347,209,318,381,338,311,450,315,979,108,219,396,344,1752,1327,902,699,831,678,1098,1190,836,630,1039,788,312,1469,798,1157,1456,1269,1024,1572,1834,1283,789,971,1010,876,886,1031,1945,1598,1272,935,1178,1366,1241,1369,728,420,804,1478,1110,854,1328,718,966,1201,1186,790,916,415,1025,876,897,301,1503,855,1013,1233,1034,1104,480,933,1639,731,1428,1058,1267,2044,1614,1685,1326,1474,1214,864,848,1218,865,778,1638,1067,603,1080,694,825,610,664,756,631,685,977,837,936,1016,2748,703,1276,620,1289,697,362,925,751,598,906,719,861,630,377,198,473,551,383,1067,916,1749,1119,1165,1102,1413,948,1267,1685,846,730,1188,1692,1156,331,841,359,363,419,247,882,253,177,323,346,574,464,252,390,232,282,944,662,1083,1694,1351,817,516,1069,2037,1417,1131,814,1764,1054,1158,1745,1087,692,437,374,520,224,390,526,285,443,640,368,877,785,440,578,1153,1067,946,947,740,694,833,762,1091,657,980,812,520,598,673,411,542,167,558,1046,1459,692,752,357,778,968,469,468,560,448,536,1127,808,1071,1056,2120,1408,2038,1540,1895,1280,1337,757,648,1211,1407,770,792,687,949,993,895,783,414,595,778,1444,2270,773,859,635,1014,1789,911,429,1135,1248,1409,416,325,281,370,1171,374,808,1098,992,763,631,850
2,1,0,0,0,0,0,5,0,1,0,2,0,9,0,2,0,9,2,0,2,0,2,0,0,3,2,0,1,0,0,0,2,3,0,0,1,0,0,0,2,0,11,2,0,1,0,0,1,0,10,0,0,0,0,0,0,5,0,0,0,3,3,0,0,4,0,0,3,0,2,3,0,0,0,8,0,4,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,0,4,0,0,0,0,0,1,4,4,0,0,0,0,1,0,16,0,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,1,1,0,7,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,6,0,0,0,2,0,1,1,0,0,1,0,0,0,1,0,1,0,2,0,0,0,4,0,0,4,2,0,0,3,0,1,1,1,0,11,5,2,0,2,0,0,0,4,3,1,0,1,0,0,7,0,0,0,0,2,0,0,0,0,2,0,0,3,1,2,4,1,5,8,0,0,1,0,0,4,0,0,6,8,3,8,0,5,0,3,8,0,1,0,0,2,2,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2,1,1,1,0,2,0,0,1,0,2,2,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,2,1,3,2,1,0,0,0,1,1,3,0,0,5,0,0,18,7,10,2,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,2,4,0,1,1,1,0,2,0,3,1,0,0,5,7,0,1,0,1,0,0,0,1,0,0,0,1,0,3,2,1,4,5,0,0,0,6,0,0,0,0,0,4,0,0,1,0,2,4,0,3,0,0,0,0,0,0,0,1,1,2,0,0,1
0,0,1,0,1,1,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,10,0,0,3,0,0,44,0,25,0,1,0,15,1,5,0,25,9,9,0,1,7,8,0,1,0,2,0,1,11,0,4,44,0,0,0,1,4,2,6,0,0,9,0,0,18,2,9,12,0,3,0,0,0,0,8,0,1,17,13,13,0,1,7,0,0,0,0,0,1,0,2,1,0,0,0,0,6,0,0,9,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,2,0,0,0,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,10,0,7,0,2,1,23,3,0,2,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,2,1,3,0,5,1,1,0,0,0,0,0,0,3,8,3,0,0,1,1,0,0,0,0,0,1,0,0,0,6,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,1,10,0,0,1,0,0,0,0,4,0,0,0,0,0,14,1,0,9,0,3,9,2,0,0,13,0,0,0,12,0,2,0,4,0,0,4,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,10,3,0,6,0,2,5,1,2,0,0,0,0,3,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,1,6,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,2,0,0,0,1,0,3,0,8,3,2,0,0,5,19,1,1,2,0,0,0,0,1,1,0,1,0,0,1,2,1,0,2,0,0,0,0,0,0,3,0,1,0,2,0,0,0,2,2,0,0,1,0,1,0,5,0,2,0,0,0,0,3,1,0,4,1,0,0,0,0,1,0,2,0,0,4,0,1,16,1,0,8,0,0,0,0,0,0,0,0,0,1,0,4,7,0
0,2,2,0,1,0,3,0,0,4,0,3,0,3,5,2,1,0,4,2,6,0,3,1,2,2,0,1,0,3,3,1,0,2,0,0,0,1,2,1,3,5,0,1,1,3,1,2,3,2,4,2,0,0,1,2,1,1,2,4,2,0,2,3,9,0,0,1,0,5,0,0,2,1,0,3,2,0,1,1,1,2,1,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,1,0,4,0,0,3,0,1,1,1,1,1,8,1,0,0,2,1,0,2,1,1,1,5,1,1,3,0,0,1,2,0,1,0,3,5,2,0,0,1,0,4,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,2,3,2,0,0,0,1,0,1,3,0,4,0,0,0,0,2,0,1,0,3,0,0,2,2,1,0,0,0,0,2,0,0,1,5,1,4,0,7,3,0,3,0,1,0,1,0,3,0,0,4,0,0,1,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,2,3,4,2,0,0,5,2,0,2,0,2,3,5,0,0,0,2,1,1,0,1,1,1,0,1,0,2,0,3,0,0,0,1,0,0,0,2,1,1,0,3,0,1,1,1,3,0,0,0,3,0,2,4,1,3,0,2,1,4,1,0,0,0,0,1,0,4,1,1,2,5,3,1,0,3,3,2,0,1,0,3,1,6,2,2,1,5,2,1,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,0,1,2,0,0,0,1,0,0,1,5,0,2,0,6,4,1,5,0,1,2,0,0,1,0,0,1,0,0,2,0,9,1,1,0,0,1,0,0,1,4,1,4,1,0,0,0,1,3,1,4,3,0,3,2,0,0,1,0,3,0,1,3,0,2,3,0,1,3,7,0,2,1,2,1,3,0,3,2,1,1,1,6,0,4,0,2,1,2,0,4,2,3,0,1,0,0,0,1,1,0,3,7,5,2,1,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,2,0,0,0,0,1,4,0,0,0,0,1,4,2,3,1,1,1,1,1,0,0,2,1,1,0,2,1,0,0,0,1,0,1,2,0,2,1,0,1,0,0,0,0
