Term,Adjusted P-value using selected genes (82712),Adjusted P-value using selected genes (29873),Adjusted P-value using selected genes (52382),Adjusted P-value using selected genes (19442),Adjusted P-value using selected genes (79815),Avg. adjusted P-value using selected genes,Adjusted P-value using all expressed genes
Dehydroascorbic Acid Transport (GO:0070837),0.0692106153875025,0.0702760434383428,0.0685179265292773,0.0728090613153097,0.0645477719221225,0.06907228371851096,0.992466519249961
Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902253),0.0692106153875025,0.0702760434383428,0.0685179265292773,0.0728090613153097,0.0645477719221225,0.06907228371851096,0.3897194278487833
UDP-N-acetylglucosamine Biosynthetic Process (GO:0006048),0.0692106153875025,0.0702760434383428,0.0685179265292773,0.0728090613153097,0.0645477719221225,0.06907228371851096,0.1364095267627693
Positive Regulation Of Peptide Secretion (GO:0002793),0.0692106153875025,0.0702760434383428,0.0685179265292773,0.0728090613153097,0.0645477719221225,0.06907228371851096,0.999997650764369
Sodium Ion Homeostasis (GO:0055078),0.0712438562866054,0.0727412178584131,0.0699458300417506,0.0761561359608125,0.0668819072885404,0.07139378948722439,0.999997650764369
Negative Regulation Of Protein Localization To Membrane (GO:1905476),0.0712438562866054,0.0727412178584131,0.0699458300417506,0.0761561359608125,0.0668819072885404,0.07139378948722439,0.2429433504769355
Intracellular Monoatomic Cation Homeostasis (GO:0030003),0.0883401761891774,0.0921852712210622,0.046458880523071,0.0507697589463593,0.0828955252678273,0.07212992242949944,0.999997650764369
Protein-Containing Complex Assembly (GO:0065003),0.0662564865846096,0.1125160471990569,0.061792630170457,0.070801563076427,0.0599448668638128,0.07426231877887265,1.2108456991062548e-06
Neutral Amino Acid Transport (GO:0015804),0.0393827484986137,0.1277397414429043,0.0399579261043713,0.0428754043300469,0.1221004073271757,0.07441124554062237,0.6818530139724657
Negative Regulation Of Amide Metabolic Process (GO:0034249),0.0481573364349944,0.0493084911486678,0.1125720783219114,0.123977092001649,0.043334493755873,0.07546989833261912,0.0002018740621135946
Organelle Membrane Fusion (GO:0090174),0.0766513098376227,0.0790059192509878,0.0742304675716026,0.0816359728023654,0.0710075591925993,0.07650624573103555,0.8582053646575881
Regulation Of Fatty Acid Biosynthetic Process (GO:0042304),0.0766513098376227,0.0790059192509878,0.0742304675716026,0.0816359728023654,0.0710075591925993,0.07650624573103555,0.0028233216594794
Negative Regulation Of Receptor-Mediated Endocytosis (GO:0048261),0.0766513098376227,0.0790059192509878,0.0742304675716026,0.0816359728023654,0.0710075591925993,0.07650624573103555,0.0138537571145301
Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886),0.0766513098376227,0.0790059192509878,0.0742304675716026,0.0816359728023654,0.0710075591925993,0.07650624573103555,0.999997650764369
Negative Regulation Of Lipid Metabolic Process (GO:0045833),0.0766513098376227,0.0790059192509878,0.0742304675716026,0.0816359728023654,0.0710075591925993,0.07650624573103555,0.999997650764369
Response To Lipid (GO:0033993),0.0766513098376227,0.0792149968788097,0.0742304675716026,0.0820691878635587,0.0710075591925993,0.0766347042688386,0.725487854300617
Nucleocytoplasmic Transport (GO:0006913),0.0766513098376227,0.0792149968788097,0.0742304675716026,0.0820691878635587,0.0710075591925993,0.0766347042688386,0.00019303529505552408
Positive Regulation Of Transport (GO:0051050),0.0766513098376227,0.0792149968788097,0.0742304675716026,0.0820691878635587,0.0710075591925993,0.0766347042688386,0.281839044337375
Positive Regulation Of Sodium Ion Transmembrane Transport (GO:1902307),0.0778292603968634,0.080435569397901,0.0768326494607546,0.0820691878635587,0.0730607230390135,0.07804547803161824,0.3036022959723437
Cellular Response To Oxygen Levels (GO:0071453),0.0778292603968634,0.080435569397901,0.0768326494607546,0.0820691878635587,0.0730607230390135,0.07804547803161824,0.1035277117075682
Regulation Of Cell-Cell Adhesion Mediated By Integrin (GO:0033632),0.0778292603968634,0.080435569397901,0.0768326494607546,0.0820691878635587,0.0730607230390135,0.07804547803161824,0.9089664372743907
Golgi Lumen Acidification (GO:0061795),0.0778292603968634,0.080435569397901,0.0768326494607546,0.0820691878635587,0.0730607230390135,0.07804547803161824,0.3036022959723437
Serine Family Amino Acid Catabolic Process (GO:0009071),0.0778292603968634,0.080435569397901,0.0768326494607546,0.0820691878635587,0.0730607230390135,0.07804547803161824,0.6281550808436639
Amino Sugar Biosynthetic Process (GO:0046349),0.0778292603968634,0.080435569397901,0.0768326494607546,0.0820691878635587,0.0730607230390135,0.07804547803161824,0.3036022959723437
Cellular Component Assembly (GO:0022607),0.0437714388685281,0.080435569397901,0.0742304675716026,0.0828847778014316,0.1424009158594562,0.0847446338997839,0.0551106244455073
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495),0.0863743454027938,0.0901936509742349,0.0859499372896364,0.092449074733157,0.080775052844303,0.08714841224882501,0.999997650764369
Carboxylic Acid Transmembrane Transport (GO:1905039),0.0470443553723945,0.1488879052178054,0.046458880523071,0.0507697589463593,0.145949843854256,0.08782214878277725,0.2305165284368667
Cellular Response To Increased Oxygen Levels (GO:0036295),0.0883401761891774,0.0908583105060643,0.0881559913932413,0.0929390521673939,0.0828955252678273,0.08863781110474084,0.2523832646959209
Positive Regulation Of Cholesterol Metabolic Process (GO:0090205),0.0883401761891774,0.0908583105060643,0.0881559913932413,0.0929390521673939,0.0828955252678273,0.08863781110474084,0.5295830097573272
Fatty Acid Homeostasis (GO:0055089),0.0883401761891774,0.0908583105060643,0.0881559913932413,0.0929390521673939,0.0828955252678273,0.08863781110474084,0.5295830097573272
Arginine Metabolic Process (GO:0006525),0.0883401761891774,0.0908583105060643,0.0881559913932413,0.0929390521673939,0.0828955252678273,0.08863781110474084,0.8234331259673537
Positive Regulation Of Phospholipid Transport (GO:2001140),0.0883401761891774,0.0908583105060643,0.0881559913932413,0.0929390521673939,0.0828955252678273,0.08863781110474084,0.8234331259673537
Regulation Of Triglyceride Catabolic Process (GO:0010896),0.0883401761891774,0.0908583105060643,0.0881559913932413,0.0929390521673939,0.0828955252678273,0.08863781110474084,0.2523832646959209
Negative Regulation Of Response To Cytokine Stimulus (GO:0060761),0.0883401761891774,0.0908583105060643,0.0881559913932413,0.0929390521673939,0.0828955252678273,0.08863781110474084,0.999997650764369
Establishment Of Epithelial Cell Apical/Basal Polarity (GO:0045198),0.0883401761891774,0.0908583105060643,0.0881559913932413,0.0929390521673939,0.0828955252678273,0.08863781110474084,0.0752248531049298
UDP-N-acetylglucosamine Metabolic Process (GO:0006047),0.0883401761891774,0.0908583105060643,0.0881559913932413,0.0929390521673939,0.0828955252678273,0.08863781110474084,0.0752248531049298
Negative Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901029),0.0883401761891774,0.0908583105060643,0.0881559913932413,0.0929390521673939,0.0828955252678273,0.08863781110474084,0.8234331259673537
Receptor-Mediated Endocytosis Of Virus By Host Cell (GO:0019065),0.0883401761891774,0.0908583105060643,0.0881559913932413,0.0929390521673939,0.0828955252678273,0.08863781110474084,0.999997650764369
Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041),0.1037800784308702,0.1048310393330998,0.1032975070054507,0.1101648288105298,0.023333756112824,0.08908144193855491,0.2650138285737132
Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558),0.0570182578965721,0.0600398036280104,0.1359818560537049,0.1443956168788908,0.0518219299487491,0.08985149288118546,0.0082167565533849
Intracellular Protein Transport (GO:0006886),0.0636105585537726,0.1125160471990569,0.1067789345771475,0.1178314201665631,0.0575098136371906,0.09164935482674615,8.376554013943421e-16
Positive Regulation Of Cholesterol Storage (GO:0010886),0.0405472609007882,0.0400140066875709,0.3003606517297664,0.0428754043300469,0.0350699312689515,0.09177345098342478,0.725487854300617
Positive Regulation Of Vasoconstriction (GO:0045907),0.1120864368344284,0.1125160471990569,0.1099027620292924,0.1178314201665631,0.0162139353147241,0.09371012030881298,0.999997650764369
Positive Regulation Of Cell Population Proliferation (GO:0008284),0.0850696490802091,0.0908583105060643,0.1370648845396656,0.0929390521673939,0.0799263242838999,0.09717164411544656,0.938775989612843
Negative Regulation Of Cellular Biosynthetic Process (GO:0031327),0.0665470367962777,0.0700141681360116,0.139473190012979,0.1533902452131346,0.061115927035715,0.09810811343882357,0.0006244679020004466
Nitrogen Compound Transport (GO:0071705),0.1120864368344284,0.1125160471990569,0.0528901744577261,0.1178314201665631,0.1058201021996024,0.10022883617147538,0.8171952657674199
Amino Acid Transmembrane Transport (GO:0003333),0.0540148521871257,0.1735833739699962,0.0532243957327493,0.0578897497881178,0.1699003189072723,0.10172253811705226,0.6183356884295064
Regulation Of ERK1 And ERK2 Cascade (GO:0070372),0.1122041515205393,0.1141029765504344,0.1099027620292924,0.1227398445551648,0.0574159622060846,0.10327313937230309,0.999997650764369
Vitamin D Metabolic Process (GO:0042359),0.1037800784308702,0.1048310393330998,0.1032975070054507,0.1096906168152235,0.0979837541830576,0.10391659915354037,0.999997650764369
Intestinal Lipid Absorption (GO:0098856),0.1037800784308702,0.1048310393330998,0.1032975070054507,0.1096906168152235,0.0979837541830576,0.10391659915354037,0.9521670609756814
Endosomal Lumen Acidification (GO:0048388),0.1037800784308702,0.1048310393330998,0.1032975070054507,0.1096906168152235,0.0979837541830576,0.10391659915354037,0.2074328447599278
Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478),0.1037800784308702,0.1048310393330998,0.1032975070054507,0.1101648288105298,0.0979837541830576,0.10401144155260163,0.999997650764369
Endocytosis (GO:0006897),0.0883401761891774,0.0908583105060643,0.1749931904164332,0.0936977588654491,0.0828955252678273,0.10615699224899025,0.0054258076683572
Regulation Of Phagocytosis (GO:0050764),0.1072675959531217,0.1088350764371278,0.1056898269746425,0.1148334779654099,0.1012977135278061,0.10758473817162159,0.999997650764369
Platelet Aggregation (GO:0070527),0.1286924943961361,0.1277397414429043,0.1269214429859431,0.1344511549262668,0.0339287976433313,0.11034672627891633,0.0361131520934787
Intracellular pH Reduction (GO:0051452),0.1116490752104936,0.1123085886623984,0.1093931673856845,0.1178314201665631,0.1050142812567044,0.11123930653636879,0.8353557600734015
Transition Metal Ion Transport (GO:0000041),0.1116490752104936,0.1123085886623984,0.1093931673856845,0.1178314201665631,0.1050142812567044,0.11123930653636879,0.509859127253162
Positive Regulation Of Proteolysis (GO:0045862),0.1120864368344284,0.1125160471990569,0.1093931673856845,0.1178314201665631,0.1054837990358626,0.11146217412431911,0.5053492818436813
Triglyceride Catabolic Process (GO:0019433),0.1120864368344284,0.1125160471990569,0.1099027620292924,0.1178314201665631,0.1058201021996024,0.11163135368578865,0.999997650764369
Negative Regulation Of Endocytosis (GO:0045806),0.1120864368344284,0.1125160471990569,0.1099027620292924,0.1178314201665631,0.1058201021996024,0.11163135368578865,0.4638807680655998
Negative Regulation Of Peptidase Activity (GO:0010466),0.1120864368344284,0.1125160471990569,0.1099027620292924,0.1178314201665631,0.1058201021996024,0.11163135368578865,0.999997650764369
Glucose Import (GO:0046323),0.1120864368344284,0.1125160471990569,0.1099027620292924,0.1178314201665631,0.1058201021996024,0.11163135368578865,0.3561868189788333
Negative Regulation Of Mitochondrial Membrane Permeability (GO:0035795),0.1120864368344284,0.1125160471990569,0.1099027620292924,0.1178314201665631,0.1058201021996024,0.11163135368578865,0.999997650764369
Low-Density Lipoprotein Particle Remodeling (GO:0034374),0.1120864368344284,0.1125160471990569,0.1099027620292924,0.1178314201665631,0.1058201021996024,0.11163135368578865,0.999997650764369
Positive Regulation Of Viral Entry Into Host Cell (GO:0046598),0.1120864368344284,0.1125160471990569,0.1099027620292924,0.1178314201665631,0.1058201021996024,0.11163135368578865,0.8837594889067201
DNA Conformation Change (GO:0071103),0.1120864368344284,0.1125160471990569,0.1099027620292924,0.1178314201665631,0.1058201021996024,0.11163135368578865,0.1662497669284963
Positive Regulation By Symbiont Of Entry Into Host (GO:0075294),0.1120864368344284,0.1125160471990569,0.1099027620292924,0.1178314201665631,0.1058201021996024,0.11163135368578865,0.8837594889067201
Regulation Of Chemokine (C-X-C Motif) Ligand 2 Production (GO:2000341),0.1120864368344284,0.1125160471990569,0.1099027620292924,0.1178314201665631,0.1058201021996024,0.11163135368578865,0.8837594889067201
Phospholipid Homeostasis (GO:0055091),0.1120864368344284,0.1125160471990569,0.1099027620292924,0.1178314201665631,0.1058201021996024,0.11163135368578865,0.8837594889067201
Positive Regulation Of Protein Localization To Cell Surface (GO:2000010),0.1120864368344284,0.1125160471990569,0.1099027620292924,0.1178314201665631,0.1058201021996024,0.11163135368578865,0.8837594889067201
Positive Regulation Of Ion Transmembrane Transporter Activity (GO:0032414),0.1120864368344284,0.1125160471990569,0.1099027620292924,0.1178314201665631,0.1058201021996024,0.11163135368578865,0.9172874092884676
Protein Localization To Vacuole (GO:0072665),0.1394394870392091,0.1384477110109702,0.1370648845396656,0.0275601975209613,0.134300957086513,0.11536264743946383,0.2499445170073298
Protein Activation Cascade (GO:0072376),0.1394394870392091,0.1384477110109702,0.1370648845396656,0.1443956168788908,0.0219349332019066,0.11625652653412846,0.999997650764369
"Blood Coagulation, Fibrin Clot Formation (GO:0072378)",0.1394394870392091,0.1384477110109702,0.1370648845396656,0.1443956168788908,0.0219349332019066,0.11625652653412846,0.999997650764369
Positive Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034116),0.1394394870392091,0.1384477110109702,0.1370648845396656,0.1443956168788908,0.0219349332019066,0.11625652653412846,0.725487854300617
Amino Acid Transport (GO:0006865),0.0662564865846096,0.1957239530193706,0.064312206904923,0.070801563076427,0.1930753486982612,0.11803391165671828,0.9416463863950252
Positive Regulation Of Exocytosis (GO:0045921),0.1394394870392091,0.1384477110109702,0.1370648845396656,0.145555630408999,0.0371140170856598,0.11952434601690072,0.0540639118068939
Actin Filament Bundle Organization (GO:0061572),0.0332888141983443,0.0329584115067751,0.1099027620292924,0.1178314201665631,0.3174891936690188,0.12229412031399875,0.3036022959723437
Actin Filament Bundle Assembly (GO:0051017),0.0332888141983443,0.0329584115067751,0.1099027620292924,0.1178314201665631,0.3174891936690188,0.12229412031399875,0.2074328447599278
Ceramide Catabolic Process (GO:0046514),0.150908668202474,0.148873291728971,0.1481614500254862,0.1556001679393733,0.0255063656756762,0.12580998871439614,0.999997650764369
Positive Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901018),0.1286924943961361,0.1274516855385401,0.1269214429859431,0.13356817979324,0.1219234096149453,0.1277114424657609,0.992466519249961
Response To Type II Interferon (GO:0034341),0.078519418053287,0.0818467622576307,0.2034792345144342,0.2131100289353829,0.0737336983086012,0.1301378284138672,0.999997650764369
Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374),0.150908668202474,0.1488879052178054,0.1481614500254862,0.1582255774321623,0.0707016245267116,0.1353770450809279,0.999997650764369
Protein-Containing Complex Organization (GO:0043933),0.1120864368344284,0.2396830299505854,0.1099027620292924,0.1178314201665631,0.1058201021996024,0.13706475023609432,0.0006376003569467351
